created_date,job_title,company,salary,address,link_description,time,job_description
2025-11-11,Chuyên Viên Kinh Doanh / Sales Mảng Tiệc & Sự Kiện [White Palace],Công ty Cổ phần IN Hospitality,Từ 15 triệu,Hồ Chí Minh: Thủ Đức,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-sales-mang-tiec-su-kien-white-palace/1947954.html?ta_source=JobSearchList_LinkDetail,Còn 24 ngày,"Tìm kiếm khách hàng có nhu cầu tổ chức sự kiện doanh nghiệp : đại hội cổ đông, giới thiệu sản phẩm mới, họp báo, tiệc cưới, hội nghị, tiệc sinh nhật... Tư vấn & đàm phán trực tiếp với khách hàng và ký kết các hợp đồng. Tiếp nhận, cập nhật và xử lý thông tin của khách hàng. Giám sát chất lượng, liên hệ giải quyết các sự cố phát sinh trong thời gian triển khai hợp đồng. Tìm kiếm khách hàng tiềm năng và khai thác khách hàng đã có. Cập nhật thông tin thị trường, sản phẩm, đối thủ cạnh tranh. Chăm sóc khách hàng cũ và tiềm năng. Địa điểm làm việc: White Palace - 588 Phạm Văn Đồng, Phường Hiệp Bình, Tp. HCM"
2025-11-10,MES System Developer (ASP.NET),Công Ty TNHH Fuji Machine Việt Nam,20 - 30 triệu,Hà Nội: Cầu Giấy: Hồ Chí Minh,https://www.topcv.vn/viec-lam/mes-system-developer-asp-net/1754620.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Kỹ Sư Xây Dựng Hiện Trường/Giám Sát Công Trình - Từ 2 Năm Kinh Nghiệm - Lương Từ 12 - 17 Triệu/Tháng...,CÔNG TY TNHH XÂY DỰNG 30-4,12 - 17 triệu,Hồ Chí Minh: Đồng Nai,https://www.topcv.vn/viec-lam/ky-su-xay-dung-hien-truong-giam-sat-cong-trinh-tu-2-nam-kinh-nghiem-luong-tu-12-17-trieu-thang-tai-khu-vuc-ho-chi-minh-dong-nai/1945138.html?ta_source=JobSearchList_LinkDetail,Còn 23 ngày,"- Thay mặt Chỉ huy trưởng qua hệ với Chủ đầu tư, tư vấn Thiết kế, tư Vấn giám sát, tư vấn Quản lý dự án và chính quyền địa phương trong phạm vi các nhiệm vụ được giao khi Chỉ huy trưởng vắng mặt. - Quản lý chất lượng công trình: Lấy mẫu thí nghiệm các loại vật liệu, cấu kiện theo quy định. Đề nghị các nhà cung cấp trình giấy chứng nhận xuất xứ hàng hóa, chất lượng sản phẩm để lưu hồ sơ. - Ghi chép nhật ký thi công công trình theo quy định nhà nước và xác nhận nhật ký thi công nội bộ Công ty. - Lập bảng chiết tính yêu cầu vật tư và các loại công việc chuẩn bị thi công theo tiến độ được duyệt trình Chỉ huy trưởng duyệt. - Báo cáo khối lượng công việc thi công hàng tuần vào 13h ngày thứ sáu của tuần cho Chỉ huy trưởng. - Lập bản vẽ hoàn công từng cấu kiện theo quy định. - Nhắc nhở kiển tra công tác an toàn lao động trên công trường, báo cáo những nơi vi phạm nội quy an toàn lao động để Chỉ huy trưởng xử lý. - Tham gia đóng góp ý kiến các vấn đề liên quan đến công tác tổ chức thi công trên công trường - Thực hiện các công việc khác theo yêu cầu của Trưởng bộ phận."
2025-11-10,Trưởng Phòng Kinh Doanh Thương Mại,CHI NHÁNH PHÍA NAM CÔNG TY CỔ PHẦN QUẢN LÝ VÀ KHAI THÁC TÀI SẢN DẦU KHÍ (THÀNH PHỐ HÀ NỘI),18 - 21 triệu,Hồ Chí Minh: Quận 3,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-thuong-mai/1945197.html?ta_source=JobSearchList_LinkDetail,Còn 23 ngày,"- Quản lý điều hành mọi hoạt động của Phòng Kinh doanh Thương mại, công việc cơ bản như sau: Lập, tổ chức thực hiện kế hoạch hoạt động của Phòng đã được Giám đốc Chi nhánh phê duyệt. Quản lý, theo dõi, giám sát... việc thực hiện các hợp đồng (mua bán hàng hoá, dịch vụ...) phục vụ hoạt động kinh doanh của Chi nhánh. Tổ chức thực hiện công tác đấu thầu đối với các gói thầu Chi nhánh tham gia, ưu tiên ứng viên có kinh nghiệm thực hiện các gói thầu phi tư vấn (dịch vụ quản lý vận hành toà nhà , dịch vụ vận chuyển, dịch vụ suất ăn). Khảo sát công trình, xây dựng phương án cung cấp dịch vụ. Mở rộng thị trường và chăm sóc khách hàng. - Công việc chi tiết hơn sẽ trao đổi khi phỏng vấn."
2025-11-10,Thủ Kho / Kiểm Kê Hàng Hóa Cửa Hàng Home Decor,HỘ KINH DOANH CAHA HOME LIVING,10 - 15 triệu,Hồ Chí Minh: Quận 10,https://www.topcv.vn/viec-lam/thu-kho-kiem-ke-hang-hoa-cua-hang-home-decor/1945479.html?ta_source=JobSearchList_LinkDetail,Còn 23 ngày,"Kiểm tra, nhập kho và sắp xếp hàng hóa (decor, nội thất nhỏ/lớn) khoa học. Thực hiện đúng quy trình tiếp nhận: xịt khử khuẩn, quay video khui thùng, chụp ảnh kiện hàng & sản phẩm. Ghi nhận chi tiết số lượng, kích thước, chất liệu, khối lượng từng sản phẩm. Báo cáo lỗi sản phẩm, gửi hình ảnh để khiếu nại nếu có. Sắp xếp hàng hóa theo chất liệu, công năng, phân khu cho hàng dễ vỡ, hàng vải, hàng kim loại, hàng decor nhỏ. Kiểm tra độ hoàn thiện & thẩm mỹ sản phẩm: lớp sơn, bề mặt gỗ, kính, da, pha lê... Quản lý bảo vệ bề mặt sản phẩm bằng giấy mềm, vải phủ, vật liệu chống xước. Bảo quản sản phẩm theo môi trường phù hợp: tránh ẩm mốc, ánh sáng trực tiếp, mối mọt, côn trùng. Đóng gói đơn hàng chuẩn luxury packaging: nhiều lớp bảo vệ, vật liệu lót chuyên dụng, hộp cao cấp, ruy băng/tem niêm phong, nhãn “Fragile”. Đảm bảo sản phẩm không xê dịch trong hộp, hướng dẫn cách mở hộp nếu cần. Vệ sinh & bảo dưỡng sản phẩm định kỳ, đảm bảo không bụi bẩn, không hư hại. Hỗ trợ giao hàng, lắp đặt tại nhà khách hàng; đảm bảo an toàn & tính thẩm mỹ khi hoàn thiện. Kiểm kê, báo cáo tình trạng hàng hóa định kỳ, đặc biệt chú ý phụ kiện decor nhỏ lẻ dễ thất lạc. Thực hiện các công việc khác theo sự phân công của quản lý kho/showroom."
2025-11-10,Electrical Maintenance Engineer,Công Ty TNHH Dunlopillo (Việt Nam),Thoả thuận,Bình Dương: Thuận An: Hồ Chí Minh,https://www.topcv.vn/viec-lam/electrical-maintenance-engineer/1945773.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Quản Lý Nhà Hàng - 20 Triệu - Tại Thảo Điền HCM,CÔNG TY TRÁCH NHIỆM HỮU HẠN OMNI,Tới 20 triệu,"Hồ Chí Minh: Thủ Đức, Quận 2",https://www.topcv.vn/viec-lam/quan-ly-nha-hang-20-trieu-tai-thao-dien-hcm/1945859.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Nhân Viên Cơ Khí - Điện,CÔNG TY TNHH THANG MÁY PACIFIC,8 - 12 triệu,Hồ Chí Minh: Tân Phú: Hà Nội: Bắc Từ Liêm: Quảng Ninh: Tp Hạ Long: Gia Lai: Hải Phòng: Đà Nẵng: Hải Châu: Khánh Hòa: TP Nha Trang,https://www.topcv.vn/viec-lam/nhan-vien-co-khi-dien/1946092.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Trưởng Phòng Kinh Doanh (Lĩnh Vực Y Tế),CÔNG TY TNHH BỆNH VIỆN ĐA KHOA BẢO SƠN,30 - 40 triệu,Hà Nội: Đống Đa,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-linh-vuc-y-te/1940448.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Giám Sát Nhân Sự C&B,CÔNG TY CỔ PHẦN THỰC PHẨM XUXIFARM,Thoả thuận,Hồ Chí Minh: Quận 1: Long An: Tân An,https://www.topcv.vn/viec-lam/giam-sat-nhan-su-cb/1940799.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Nhân Viên Chứng Từ Kho,CÔNG TY TNHH PERFECT COMPANION VIỆT NAM,8 - 10 triệu,Đà Nẵng: Hải Châu,https://www.topcv.vn/viec-lam/nhan-vien-chung-tu-kho/1941178.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Chuyên Viên Triển Khai Phần Mềm,Công ty Cổ phần TOPCV Việt Nam,Thoả thuận,Hà Nội: Thanh Xuân,https://www.topcv.vn/brand/topcv/tuyen-dung/chuyen-vien-trien-khai-phan-mem-j1837316.html?ta_source=JobSearchList_LinkDetail,,
2025-11-13,Kỹ Sư Thiết Kế Cơ Khí (Băng Tải & Nhà Để Xe) Tại Hà Nội,CÔNG TY TNHH NIPPON CONVEYOR VIỆT NAM,Tới 12 triệu,Hà Nội: Phường Láng,https://www.topcv.vn/viec-lam/ky-su-thiet-ke-co-khi-bang-tai-nha-de-xe-tai-ha-noi/1949795.html?ta_source=JobSearchList_LinkDetail,Còn 25 ngày,"- Thiết kế hệ thống băng tải và nhà để xe ô tô tự động. - Xây dựng mô hình 3D (phần mềm Solidwork), triển khai bản vẽ chi tiết kết cấu thép (phần mềm IJCad)."
2025-11-15,Nhân Viên Hồ Sơ Thầu - Lương Cứng 10tr/Tháng - Đi Làm Ngay Tại Hà Nội,CÔNG TY TNHH DƯỢC PHẨM THIÊN MINH,Từ 10 triệu,Hà Nội: Phường Thanh Xuân,https://www.topcv.vn/viec-lam/nhan-vien-ho-so-thau-luong-cung-10tr-thang-di-lam-ngay-tai-ha-noi/1265170.html?ta_source=JobSearchList_LinkDetail,Còn 28 ngày,"-	Chuẩn bị hồ sơ dự thầu (soạn thảo, sắp xếp, sao y, photo, phân loại, đóng gói hồ sơ) để gửi cho các cơ sở y tế hoặc các Công ty ủy quyền đấu thầu . -	Soạn thảo bảng chào giá cho công ty, bảng chào giá cạnh tranh cho các đơn vị. -	Theo dõi kết quả thầu từ Bệnh viện, Công ty ủy quyền đấu thầu. -	Cập nhật kết quả trúng thầu của các đơn vị, gửi mail cho các bộ phận có liên quan. -	Lưu trữ các hồ sơ dự thầu, hồ sơ ủy quyền dự thầu, các hồ sơ có liên quan. -	Làm hợp đồng mua bán thuốc đã trúng thầu với các Bệnh viện. -	Đề xuất xin, lưu trữ hàng mẫu từ Kho nhà máy. -	Tổng hợp kết quả và danh mục thầu, hoàn chỉnh hợp đồng thầu trực tiếp và thanh lý hợp đồng."
2025-11-13,"Giám Sát Vận Hành Sản Xuất - Công Ty Sản Xuất Nệm, Đi Làm Ngay, Thu Nhập 14 - 18 Triệu/Tháng Theo Nă...",CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI NỆM THÀNH CÔNG,14 - 18 triệu,Tây Ninh: Xã Mỹ Hạnh,https://www.topcv.vn/viec-lam/giam-sat-van-hanh-san-xuat-cong-ty-san-xuat-nem-di-lam-ngay-thu-nhap-14-18-trieu-thang-theo-nang-luc-tay-ninh/1950325.html?ta_source=JobSearchList_LinkDetail,Còn 44 ngày,"Phân công & giám sát vận hành sản xuất Nhận đơn hàng & lập kế hoạch sản xuất hàng ngày Sắp xếp & phân công tổ viên thực hiện công việc theo kế họach hàng ngày Giám sát tiến độ sản xuất; điều phối & phân bổ thời gian thực hiện công việc đảm bảo hoàn thành theo kế họach ban đầu Phối hợp với bộ phận kế hoạch lên phương án điều chỉnh, thay đổi kế hoạch sản xuất phù hợp với tình trạng NVL thực tế Kiểm sát & quản lý chất lượng NVL đầu vào & thành phẩm đầu ra Đặt hàng, nhận hàng & kiểm tra chất lượng nguyên liệu đầu vào; làm việc với NCC xử lý nguyên liệu ko đạt chất lượng (đàm phán thủ tục đổi/ trả hoặc giao bù) Bố trí nhân công sắp xếp kho chứa NVL; Thống kê tồn kho NVL cuối ngày; kiểm soát số lượng & lên lịch đặt hàng tiếp theo Kiểm tra thành phẩm hàng ngày trước khi bàn giao kho vận. Xử lý hàng lỗi/ không đạt chất lượng khi có phát sinh Tiếp nhận & phân công xử lý các đơn hàng đổi/ trả hoặc bảo hành Quản lý & phát triển tổ nhóm Đề xuất kế hoạch tuyển dụng (số lượng, thời điểm, tiêu chí); phối hợp bộ phận Nhân sự tham gia phỏng vấn & tuyển chọn nhân sự Hội nhập & hướng dẫn tổ viên mới về quy trình làm việc, thực hiện các công đoạn sản xuất, phân biệt NVL, sử dụng máy móc, thiết bị,... Giám sát, hỗ trợ tổ viên về thao tác, kỹ thuật trong quá trình thực hiện công việc Thực hiện các công tác quản lý nhân sự theo thẩm quyền (phân bổ công việc, đánh giá hiệu suất, đề xuất ghi nhận - kỷ luật - điều chuyển - bổ nhiệm - miễn nhiệm - sa thải - nghỉ việc...); Xét duyệt nghỉ phép & đề xuất tăng ca Tổ chức họp tổ hàng tuần, đánh giá tình hình sản xuất trong tuần cũ; thảo luận & đưa ra các biện pháp khắc phục hoặc cải tiến thực hiện công việc hiệu quả trong tuần tới Quản lý thiết bị, máy móc Theo dõi đánh giá liên tục chất lượng các thiết bị trực tiếp phục vụ sản xuất. Lập kế hoạch & đề xuất bảo trì định kỳ Quản lý sổ theo dõi danh mục & thời hạn sử dụng các thiết bị. Đề xuất thay thế/ bổ sung/ sửa chữa/ cải tiến các thiết bị khi cần; nghiệm thu & đánh giá hiệu quả (thời gian, chi phí, chất lượng) Giám sát An toàn lao động & 5S Giám sát thao tác vận hành thiết bị, máy móc sản xuất; Nhắc nhở & xử lý các trường hợp vận hành thiết bị thiếu an toàn hoặc sai quy định Phân công người phụ trách vệ sinh theo từng khu vực làm việc hàng ngày Phân loại, sắp xếp khu vực lưu trữ hàng hoá. Giám sát việc thực hiện 5s hàng ngày Báo cáo hàng ngày & các công việc phát sinh khác Thống kê & báo cáo sản lượng cuối ngày Tham gia các cuộc họp & thực hiện báo cáo khi có phát sinh theo yêu cầu của cấp trên"
2025-11-13,Kỹ Sư Hiện Trường Mảng Nhà Xưởng Công Nghiệp,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI TIẾN ĐẠT,Từ 12 triệu,Hồ Chí Minh: Thủ Đức,https://www.topcv.vn/viec-lam/ky-su-hien-truong-mang-nha-xuong-cong-nghiep/1934456.html?ta_source=JobSearchList_LinkDetail,Còn 13 ngày,"Giám sát kỹ thuật hiện trường tại công trình theo đúng qui trình, quy định Giám sát tiến độ, chất lượng, kỹ thuật công trình tại các dự án được giao; Đọc hiểu bản vẽ, bóc tách khối lượng, lập bảng tiến độ thi công chi tiết, nhân lực và vật tư cho các công trình. Quản lý các nhà thầu, tổ đội khoán và nghiệm thu từng bước trong quá trình thi công. Giám sát các tổ đội thi công đúng tiến độ đã được chủ đầu tư phê duyệt. Phối hợp với bộ phận thiết kế, bộ phận vật tư: đảm bảo thi công chính xác theo bản vẽ đã được phê duyệt, có phản hồi kịp thời để tránh sai sót trước khi thi công. Phối hợp trong công tác hoàn thiện: Hồ sơ chất lượng; Hồ sơ khối lượng; BB nghiệm thu, văn bản... Phối hợp thực hiện tốt công tác báo cáo, công tác nghiệm thu và thanh quyết toán công trình dự án được giao. Lập biện pháp thi công, tiến độ thi công, lập hồ sơ dự thầu, triển khai bóc tách khối lượng, lập dự toán, kiểm soát các định mức, chi phí... Báo cáo công việc hàng ngày, thường xuyên trao đổi thông tin. Chi tiết công việc sẽ được trao đổi khi phỏng vấn."
2025-11-10,"Chuyên Viên Cao Cấp Bán Tài Sản - VIB AMC (Hà Nội, Cần Thơ, Hồ Chí Minh )",Ngân Hàng Quốc tế (VIB),Thoả thuận,Hà Nội: Phường Đống Đa:Hồ Chí Minh: Phường Xuân Hòa:Cần Thơ: Phường Ninh Kiều,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-ban-tai-san-vib-amc-ha-noi-can-tho-ho-chi-minh/1751893.html?ta_source=JobSearchList_LinkDetail,Còn 43 ngày,"Chịu trách nhiệm thực hiện các thủ tục nhận, quản lý và khai thác Tài sản bảo đảm (TSBĐ) của các khoản nợ xấu sau khi VIB thực hiện thu giữ/tiếp quản nhằm hỗ trợ VIB quản trị rủi ro và phát triển tín dụng an toàn, đẩy nhanh tốc độ xử lý nợ và góp phần làm tăng doanh thu VIB. Trách nhiệm: Trực tiếp xây dựng kế hoạch và triển khai công tác tiếp nhận tài sản bảo đảm sau thu giữ/tiếp quản theo phân công của cấp quản lý; Phối hợp với các đơn vị chức năng trong và ngoài VIB để triển khai kế hoạch quản lý, bảo trì tài sản, khai thác và bán TSBĐ; Lập kế hoạch bảo vệ, quản lý, bảo trì và bán tài sản bảo đảm (TSBĐ) sau tiếp nhận; Xây dựng, duy trì và phát triển mạng lưới các đối tác và hạ tầng phục vụ công tác quản lý và bán tài sản bảo đảm để đẩy nhanh tiến độ bán tài sản, đảm bảo công khai minh bạch công tác bán; Tham gia vào các hoạt động/sự vụ tố tụng, giải quyết tranh chấp liên quan đến các tài sản do mình quản lý; Báo cáo về tình hình tài sản do mình quản lý; Thực hiện các nhiệm vụ khác theo phân công của cấp quản lý."
2025-11-10,Data Engineer,Công ty Cổ phần MISA,Thoả thuận,Hà Nội: Bắc Từ Liêm,https://www.topcv.vn/viec-lam/data-engineer/1942666.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Kỹ Sư Hiện Trường Xây Dựng - Đi Làm Ngay,CÔNG TY CỔ PHẦN CÔNG NGHỆ XÂY DỰNG HÀ VIỆT,12 - 20 triệu,"Hà Nội: Tây Hồ, Mê Linh, Thạch Thất",https://www.topcv.vn/viec-lam/ky-su-hien-truong-xay-dung-di-lam-ngay/1924680.html?ta_source=JobSearchList_LinkDetail,,
2025-11-15,Chuyên Viên QS Thu Nhập Hấp Dẫn Theo Năng Lực Upto 25 Triệu,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI HÒA THỊNH,18 - 25 triệu,Hà Nội: Phường Cửa Nam,https://www.topcv.vn/viec-lam/chuyen-vien-qs-thu-nhap-hap-dan-theo-nang-luc-upto-25-trieu/1953372.html?ta_source=JobSearchList_LinkDetail,,
2025-11-12,Kỹ Sư Hiện Trường/ Chỉ Huy Trưởng Công Trình - Thu Nhập 14 - 25 Triệu,công ty cổ phần phát triển Goldsun.h,14 - 25 triệu,Hà Nội: Cầu Giấy,https://www.topcv.vn/viec-lam/ky-su-hien-truong-chi-huy-truong-cong-trinh-thu-nhap-14-25-trieu/1947475.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Phiên Dịch Tiếng Trung (Nam) - Thu Nhập 22-25 Triệu,CÔNG TY TNHH ZHEJIANG TAIFU PUMP VIỆT NAM,22 - 25 triệu,Hồ Chí Minh: Phường Thuận An,https://www.topcv.vn/viec-lam/phien-dich-tieng-trung-nam-thu-nhap-22-25-trieu/1887130.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Kế Toán Trưởng - Thu Nhập Hấp Dẫn Từ 17-20 Triệu - Đi Làm Ngay,CÔNG TY TNHH HỒNG TRÀ NGÔ GIA - CHI NHÁNH MIỀN BẮC,17 - 20 triệu,Hà Nam: Duy Tiên: Ninh Bình: Nam Định,https://www.topcv.vn/viec-lam/ke-toan-truong-thu-nhap-hap-dan-tu-17-20-trieu-di-lam-ngay/1944784.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Chuyên Viên Đào Tạo Gia Sư/Tutor Manager - Lương Upto 16M,EDUPIA,12 - 16 triệu,Hà Nội: Phường Thanh Xuân,https://www.topcv.vn/brand/educa/tuyen-dung/chuyen-vien-dao-tao-gia-su-tutor-manager-luong-upto-16m-j1935845.html?ta_source=JobSearchList_LinkDetail,Còn 14 ngày để ứng tuyển,
2025-11-10,Account Manager (SMB/SME)/ Nhân Viên Kinh Doanh Dự Án (Lương + Thưởng Từ 15-30 Triệu) Tại Hồ Chí Min...,CÔNG TY TNHH TMDV ETERNAL ASIA VIỆT NAM,15 - 30 triệu,Hồ Chí Minh: Phường Chánh Hưng và 2 nơi khác,https://www.topcv.vn/viec-lam/account-manager-smb-sme-nhan-vien-kinh-doanh-du-an-luong-thuong-tu-15-30-trieu-tai-ho-chi-minh-di-lam-ngay/1942926.html?ta_source=JobSearchList_LinkDetail,,
2025-11-14,Kỹ Thuật Hiện Trường Thu Nhập Hấp Dẫn+++ Trên Toàn Quốc,Công ty Cổ phần Xây dựng Hợp Lực,12 - 18 triệu,Hà Nội: Phường Ba Đình và 5 nơi khác:Hồ Chí Minh: Phường An Hội Tây:Bắc Ninh: Phường Bắc Giang:Hải Phòng: Phường An Biên:Thái Nguyên: Phường Bá Xuyên:Thanh Hóa: Phường Bỉm Sơn,https://www.topcv.vn/viec-lam/ky-thuat-hien-truong-thu-nhap-hap-dan-tren-toan-quoc/1951092.html?ta_source=JobSearchList_LinkDetail,,
2025-11-14,Qs Hiện Trường - Thu Nhập Hấp Dẫn+++ Trên Toàn Quốc,Công ty Cổ phần Xây dựng Hợp Lực,12 - 18 triệu,"Hà Nội: Phường Ba Đình, Phường Cầu Giấy:Hồ Chí Minh: Phường An Hội Tây:Bắc Ninh: Phường Bắc Giang:Hải Phòng: Phường An Biên:Nghệ An: Phường Cửa Lò:Phú Thọ: Phường Hòa Bình:Quảng Ninh: Phường An Sinh:Thái Nguyên: Phường Bá Xuyên",https://www.topcv.vn/viec-lam/qs-hien-truong-thu-nhap-hap-dan-tren-toan-quoc/1951074.html?ta_source=JobSearchList_LinkDetail,,
2025-11-10,Kỹ Sư Thiết Bị Y Tế Tại TP. HCM [ Thu Nhập 15 Triệu/ Tháng + Chế Độ Đãi Ngộ Hấp Dẫn....] Đi Làm Ngay,Công ty Cổ phần Xuất nhập khẩu Thương mại Việt Tuấn,10 - 15 triệu,Hồ Chí Minh: Tân Bình,https://www.topcv.vn/viec-lam/ky-su-thiet-bi-y-te-tai-tp-hcm-thu-nhap-15-trieu-thang-che-do-dai-ngo-hap-dan-di-lam-ngay/1832353.html?ta_source=JobSearchList_LinkDetail,,
2025-11-14,Quản Lý Khách Sạn/ Hotel Management Tại Hà Nội (Lương Từ 25 - 40 Triệu),CÔNG TY TNHH HN NHẬT TÂN,25 - 40 triệu,Hà Nội: Xã Đông Anh,https://www.topcv.vn/viec-lam/quan-ly-khach-san-hotel-management-tai-ha-noi-luong-tu-25-40-trieu/1951380.html?ta_source=JobSearchList_LinkDetail,Còn 27 ngày,"Quản lý hoạt động vận hành của khách sạn •	Quản lý, giám sát và điều phối công việc của các khách sạn •	Lập quy trình, quy định, triển khai công việc theo quy trình vận hành của Công ty. •	Đảm bảo dịch vụ chất lượng tốt nhất cho khách hàng. •	Thường xuyên kiểm soát về vấn đề vệ sinh an toàn thực phẩm, đồ uống trong  khách sạn, •	Theo dõi, kiểm tra về vấn đề an toàn, phòng chống cháy nổ xảy ra trong khách sạn. Quản lý kinh doanh – tài chính •	Phân tích hiệu quả kinh doanh, đưa ra chiến lược giải pháp tăng doanh thu và kiểm soát chi phí, tối ưu hoá, tăng trải nghiệm khách hàng. •	Phối hợp với TGĐ và bộ phận kinh doanh quản lý chính sách giá phòng, chính sách khuyến mãi...các chi nhánh khách sạn. •	Quản lý thất thoát và tiết kiệm chi phí của hệ thống. •	Phát triển các phương án chăm sóc khách hàng, các đối tác, khách VIP... •	Hoàn thành các chỉ tiêu kinh doanh của chuỗi khách sạn hàng tháng, quý, năm. Quản lý nhân sự •	Tuyển dụng, đào tạo và đánh giá nhân viên,điều phối công việc của các chi nhánh khách sạn. Phân công nhân viên chuyên phụ trách các cơ sở khách sạn theo vùng. •	Xây dựng môi trường làm việc tích cực, gắn kết giữa các CBCNV. •	Quản lý việc chấp hành NQQĐ, quy chế Công ty. •	Khen thưởng kỷ luật theo quy định."
2025-11-10,Nhân Viên Kế Toán Dự Án – Làm Việc Tại Hiện Trường Dự Án (Lương 22-32 Triệu),CÔNG TY CỔ PHẦN ĐÁ GRANITE & MARBLE TỰ NHIÊN THIÊN SƠN,22 - 32 triệu,Hồ Chí Minh,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-du-an-lam-viec-tai-hien-truong-du-an-luong-22-32-trieu/1938860.html?ta_source=JobSearchList_LinkDetail,Còn 17 ngày,"Thiên Sơn Stone là Công ty lớn chuyên nghiệp thi công các công trình lớn ốp lát đá tự nhiên Granite, Marble, Limestone ... cao cấp. - Làm việc tại các công trình của công ty tại Hồ Chí Minh và các tỉnh. Sẵn sàng đi công tác xa khi công ty có yêu cầu. - Theo dõi và quản lý doanh số, tạm ứng, quyết toán, số tiền phải thu còn lại, số tiền bảo hành... Theo dõi chi phí, vật liệu chính, vật liệu phụ, nhân công cho dự án. Kiếm soát và so sánh các vấn đề trên so với bảng quyết toán cuối cùng.... - Phối hợp với các bộ phận khác của phòng kế toán để lấy các bảng biểu, hóa đơn đầu vào phù hợp, lấy nhân công đầu vào phù hợp. So sánh, đối chiếu và kiểm soát các chỉ tiêu, đánh giá hiệu quả các dự án của các vấn đề trên để báo cáo với Ban lãnh đạo."
2025-11-16,Nhân Viên Kế Toán (Xưởng Dịch Vụ) Thu Nhập 10 - 15 Triệu Tại Trường Chinh - Hà Nội,Công ty Cổ phần ô tô con đường mới,10 - 15 triệu,Hà Nội: Phường Kim Liên,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-xuong-dich-vu-thu-nhap-10-15-trieu-tai-truong-chinh-ha-noi/1953591.html?ta_source=JobSearchList_LinkDetail,Còn 28 ngày,"· Hạch toán các nghiệp vụ kế toán tại Xưởng dịch vụ: Hạch toán doanh thu, xuất hóa đơn cho khách hàng, cấp phiếu ra cổng cho khách hàng · Theo dõi, quản lý và đôn đốc thu hồi công nợ của Xưởng dịch vụ · Theo dõi hạch toán chi phí hoa hồng, môi giới, khuyến mãi, Marketing tại Xưởng dịch vụ · Hoàn thiện hồ sơ thanh toán xuất hóa đơn đối với chi phí bảo hành, triệu hồi, cứu hộ với nhà máy. · Kiểm soát giá cả đầu vào, chi phí vật tư, phụ tùng, chi phí khác tại Xưởng dịch vụ · Kiểm soát các quy trình, quy chế, chính sách nội bộ của các bộ phận tại Xưởng dịch vụ nhằm ngăn ngừa các rủi ro trong quá trình hoạt động kinh doanh. · Phối hợp với kho kiểm kê thực tế hàng tồn kho tại Xưởng dịch vụ, tổng hợp báo cáo số liệu kiểm kê hàng tồn kho định kỳ (1 năm 1 lần). · Tổ chức lưu trữ, sắp xếp chứng từ kế toán theo quy định. · Thực hiện các công việc khác theo phân công của cấp trên. · Chi tiết công việc trao đổi khi phỏng vấn"
2025-11-13,"Nhân Viên Tư Vấn - CSKH Tại Bình Thạnh, HCM / Không Yêu Cầu Kinh Nghiệm / Thu Nhập Đến 50 Triệu (Sal...",CÔNG TY TNHH KHANG GIA BÌNH,20 - 50 triệu,Hồ Chí Minh: Phường Bình Lợi Trung,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-cskh-tai-binh-thanh-hcm-khong-yeu-cau-kinh-nghiem-thu-nhap-den-50-trieu-sale-tu-van-cskh-kinh-doanh/1949699.html?ta_source=JobSearchList_LinkDetail,Còn 25 ngày,"Tư vấn cho khách hàng về các gói bảo hiểm phù hợp với nhu cầu và khả năng tài chính của khách hàng. Giải thích rõ ràng, chi tiết về các điều khoản, quyền lợi và nghĩa vụ trong hợp đồng bảo hiểm. Xây dựng và duy trì mối quan hệ tốt đẹp với khách hàng, đảm bảo sự hài lòng và tin tưởng. Hỗ trợ khách hàng trong quá trình làm thủ tục đăng ký và giải quyết các vấn đề liên quan đến bảo hiểm. Cập nhật thông tin về các sản phẩm bảo hiểm mới và các quy định của pháp luật liên quan. Thực hiện các công việc khác theo yêu cầu của quản lý. Xây dựng nền tảng xã hội (quay video đăng trên các nền tảng xã hội, truyền thông,...)"
